UTC,Time,IMU A1,IMU A2,IMU A3,IMU G1,IMU G2,IMU G3,IMU M1,IMU M2,IMU M3,Latitude,Longitude
2018-07-10T16:44:01.5420+00:00,695802898,201,-63,522,129,58,-7,-132,150,90,N/A,N/A
2018-07-10T16:44:01.7920+00:00,695803148,38,-129,379,29,57,-9,-125,139,85,N/A,N/A
2018-07-10T16:44:02.0440+00:00,695803399,59,-19,467,54,80,-86,-128,148,74,N/A,N/A
2018-07-10T16:44:02.2950+00:00,695803650,-17,-147,457,115,-33,-109,-125,119,79,N/A,N/A
2018-07-10T16:44:02.5460+00:00,695803901,122,40,554,232,-103,-68,-136,106,78,N/A,N/A
2018-07-10T16:44:02.7960+00:00,695804151,59,-171,221,-488,-104,-69,-149,119,89,N/A,N/A
2018-07-10T16:44:03.0470+00:00,695804401,250,-106,546,127,-57,-82,-159,119,89,N/A,N/A
2018-07-10T16:44:03.2980+00:00,695804652,71,-115,433,200,-101,-90,-172,90,92,N/A,N/A
2018-07-10T16:44:03.5380+00:00,695804892,250,81,459,-354,-119,-5,-187,89,117,N/A,N/A
2018-07-10T16:44:03.7920+00:00,695805146,191,-148,515,-266,-35,-39,-188,94,126,N/A,N/A
2018-07-10T16:44:04.0430+00:00,695805397,212,-77,673,-124,99,-33,-184,98,124,N/A,N/A
2018-07-10T16:44:04.2940+00:00,695805647,161,-81,458,117,73,-156,-174,80,112,N/A,N/A
2018-07-10T16:44:04.5440+00:00,695805897,135,-164,494,-99,-17,-149,-167,59,105,N/A,N/A
2018-07-10T16:44:04.7960+00:00,695806149,163,-87,517,158,15,-100,-174,60,106,N/A,N/A
2018-07-10T16:44:05.0490+00:00,695806402,176,-121,560,19,89,-104,-177,51,105,N/A,N/A
2018-07-10T16:44:05.2980+00:00,695806651,87,-45,454,56,127,-146,-164,38,86,N/A,N/A
2018-07-10T16:44:05.5490+00:00,695806901,31,-147,434,-29,68,-108,-137,31,81,N/A,N/A
2018-07-10T16:44:05.7990+00:00,695807151,119,-35,451,-13,-33,-50,-139,33,83,N/A,N/A
2018-07-10T16:44:06.0400+00:00,695807392,135,-85,482,-67,-13,-40,-142,18,92,N/A,N/A
2018-07-10T16:44:06.2900+00:00,695807642,74,55,602,76,30,-52,-139,13,83,N/A,N/A
2018-07-10T16:44:06.5420+00:00,695807893,71,-115,404,-332,-29,-68,-139,13,79,N/A,N/A
2018-07-10T16:44:06.7920+00:00,695808143,137,-183,710,-151,-67,31,-141,7,85,N/A,N/A
2018-07-10T16:44:07.0440+00:00,695808395,98,-102,459,256,-26,103,-144,2,86,N/A,N/A
2018-07-10T16:44:07.2940+00:00,695808645,141,-168,541,74,15,136,-159,11,85,N/A,N/A
2018-07-10T16:44:07.5450+00:00,695808896,40,-27,434,77,30,98,-154,16,84,N/A,N/A
2018-07-10T16:44:07.7960+00:00,695809146,49,-141,449,118,-43,122,-139,27,85,N/A,N/A
2018-07-10T16:44:08.0470+00:00,695809397,180,-121,464,5,-108,91,-153,47,93,N/A,N/A
2018-07-10T16:44:08.2970+00:00,695809647,158,-146,448,40,-27,72,-161,47,99,N/A,N/A
2018-07-10T16:44:08.5490+00:00,695809899,121,19,443,38,53,6,-164,56,98,N/A,N/A
2018-07-10T16:44:08.7980+00:00,695810148,55,-134,485,-22,21,-2,-159,41,95,N/A,N/A
2018-07-10T16:44:09.0500+00:00,695810399,241,-6,520,-284,-52,-32,-157,53,91,N/A,N/A
2018-07-10T16:44:09.3000+00:00,695810649,135,-36,466,210,30,-116,-160,34,94,N/A,N/A
2018-07-10T16:44:09.5500+00:00,695810899,167,-122,635,3,105,-146,-156,30,90,N/A,N/A
2018-07-10T16:44:09.7970+00:00,695811146,128,-71,512,-262,48,-170,-139,3,83,N/A,N/A
2018-07-10T16:44:10.0480+00:00,695811396,85,-201,515,-326,-2,-86,-125,25,81,N/A,N/A
2018-07-10T16:44:10.2990+00:00,695811647,98,-202,424,225,35,-56,-121,23,67,N/A,N/A
2018-07-10T16:44:10.5500+00:00,695811898,135,-78,611,-104,-75,-111,-119,21,69,N/A,N/A
2018-07-10T16:44:10.8010+00:00,695812149,103,-19,519,201,-92,-75,-130,-12,80,N/A,N/A
2018-07-10T16:44:11.0520+00:00,695812400,177,-62,527,9,-39,-57,-137,-35,85,N/A,N/A
2018-07-10T16:44:11.3030+00:00,695812650,191,-116,518,-14,114,-23,-133,-43,85,N/A,N/A
2018-07-10T16:44:11.5540+00:00,695812901,83,70,545,121,231,-5,-111,-53,75,N/A,N/A
2018-07-10T16:44:11.8040+00:00,695813151,43,-46,503,-147,162,30,-79,-21,49,N/A,N/A
2018-07-10T16:44:12.0540+00:00,695813401,55,-164,446,-41,18,51,-73,-19,33,N/A,N/A
2018-07-10T16:44:12.2960+00:00,695813643,-15,118,585,335,-58,64,-83,-35,57,N/A,N/A
2018-07-10T16:44:12.5470+00:00,695813893,90,-32,522,-113,-130,52,-96,-42,62,N/A,N/A
2018-07-10T16:44:12.7970+00:00,695814143,64,-3,475,-376,-36,31,-92,-14,60,N/A,N/A
2018-07-10T16:44:13.0480+00:00,695814394,-34,-346,706,186,-8,24,-107,19,61,N/A,N/A
2018-07-10T16:44:13.2990+00:00,695814645,26,-146,479,-132,-34,-44,-105,5,53,N/A,N/A
2018-07-10T16:44:13.5510+00:00,695814896,71,-181,496,231,-2,-91,-105,-13,53,N/A,N/A
2018-07-10T16:44:13.8010+00:00,695815146,183,20,534,-244,-115,-105,-109,-27,63,N/A,N/A
2018-07-10T16:44:14.0520+00:00,695815397,155,-61,515,136,-42,-139,-108,-28,66,N/A,N/A
2018-07-10T16:44:14.3020+00:00,695815647,177,-113,518,3,15,-121,-101,-55,65,N/A,N/A
2018-07-10T16:44:14.5520+00:00,695815897,181,-58,561,77,124,-71,-84,-54,68,N/A,N/A
2018-07-10T16:44:14.8030+00:00,695816147,16,-25,476,-458,29,-61,-70,-40,60,N/A,N/A
2018-07-10T16:44:15.0540+00:00,695816398,134,-278,453,-216,-29,-63,-73,-5,45,N/A,N/A
2018-07-10T16:44:15.3050+00:00,695816649,87,-235,429,-26,-43,-91,-63,-1,33,N/A,N/A
2018-07-10T16:44:15.5560+00:00,695816900,123,-29,470,35,-43,-57,-66,-6,40,N/A,N/A
2018-07-10T16:44:15.8020+00:00,695817146,131,-70,514,155,-12,-33,-68,-32,46,N/A,N/A
2018-07-10T16:44:16.0540+00:00,695817397,168,-107,522,-13,71,-24,-66,-46,50,N/A,N/A
2018-07-10T16:44:16.3050+00:00,695817648,45,-115,560,-544,4,-24,-53,-25,33,N/A,N/A
2018-07-10T16:44:16.5570+00:00,695817900,15,-94,387,48,-43,-6,-52,6,38,N/A,N/A
2018-07-10T16:44:16.8060+00:00,695818149,314,-75,366,461,-144,-16,-65,-13,39,N/A,N/A
2018-07-10T16:44:17.0580+00:00,695818400,188,-5,651,51,-236,-154,-90,-44,64,N/A,N/A
2018-07-10T16:44:17.3080+00:00,695818650,238,-57,533,-184,4,-76,-92,-46,74,N/A,N/A
2018-07-10T16:44:17.5600+00:00,695818902,219,-291,453,-90,124,7,-82,-8,48,N/A,N/A
2018-07-10T16:44:17.8090+00:00,695819151,121,-182,345,-66,-33,-7,-72,2,38,N/A,N/A
2018-07-10T16:44:18.0590+00:00,695819401,241,-231,427,-108,-39,-34,-72,4,44,N/A,N/A
2018-07-10T16:44:18.3010+00:00,695819642,213,-226,448,-222,48,12,-79,29,37,N/A,N/A
2018-07-10T16:44:18.5520+00:00,695819893,229,-321,391,-127,124,178,-65,59,23,N/A,N/A
2018-07-10T16:44:18.8030+00:00,695820144,200,-254,330,298,89,298,-46,42,28,N/A,N/A
2018-07-10T16:44:19.0550+00:00,695820396,40,-87,368,230,-47,243,-48,26,28,N/A,N/A
2018-07-10T16:44:19.3040+00:00,695820645,109,-192,434,-54,-184,198,-73,25,37,N/A,N/A
2018-07-10T16:44:19.5560+00:00,695820896,159,-235,471,58,-175,258,-96,24,38,N/A,N/A
2018-07-10T16:44:19.8060+00:00,695821146,202,-267,554,91,-181,260,-116,50,58,N/A,N/A
2018-07-10T16:44:20.0580+00:00,695821398,232,-130,485,216,-160,246,-136,34,80,N/A,N/A
2018-07-10T16:44:20.3070+00:00,695821647,212,-157,461,144,-8,231,-157,47,85,N/A,N/A
2018-07-10T16:44:20.5600+00:00,695821899,123,-94,476,-48,-71,92,-158,50,84,N/A,N/A
2018-07-10T16:44:20.8100+00:00,695822149,125,-207,430,143,-78,64,-167,55,97,N/A,N/A
2018-07-10T16:44:21.0610+00:00,695822400,238,-102,510,81,-164,35,-168,42,108,N/A,N/A
2018-07-10T16:44:21.3100+00:00,695822649,205,-79,482,38,-90,19,-180,40,126,N/A,N/A
2018-07-10T16:44:21.5610+00:00,695822900,232,-194,514,106,140,60,-183,35,115,N/A,N/A
2018-07-10T16:44:21.8080+00:00,695823146,149,-4,504,-110,85,8,-168,38,100,N/A,N/A
2018-07-10T16:44:22.0590+00:00,695823397,124,-147,387,-26,-46,-99,-175,39,101,N/A,N/A
2018-07-10T16:44:22.3100+00:00,695823648,220,-212,516,-110,-157,-72,-176,36,114,N/A,N/A
2018-07-10T16:44:22.5610+00:00,695823899,264,-230,530,137,-2,7,-180,24,122,N/A,N/A
2018-07-10T16:44:22.8110+00:00,695824149,235,-29,423,211,135,50,-179,15,119,N/A,N/A
2018-07-10T16:44:23.0620+00:00,695824399,208,-179,419,-234,-90,-18,-174,18,112,N/A,N/A
2018-07-10T16:44:23.3140+00:00,695824651,226,-140,440,95,-112,52,-181,17,123,N/A,N/A
2018-07-10T16:44:23.5640+00:00,695824901,261,-126,610,32,7,69,-195,29,135,N/A,N/A
2018-07-10T16:44:23.8140+00:00,695825151,209,75,446,211,299,-74,-168,2,124,N/A,N/A
2018-07-10T16:44:24.0560+00:00,695825392,211,-108,403,-263,98,-106,-161,-3,95,N/A,N/A
2018-07-10T16:44:24.3080+00:00,695825644,182,-73,446,-157,-64,-128,-146,10,84,N/A,N/A
2018-07-10T16:44:24.5580+00:00,695825894,198,-237,493,-142,-173,-37,-157,9,89,N/A,N/A
2018-07-10T16:44:24.5900+00:00,695825926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285842,-11725768
2018-07-10T16:44:24.8090+00:00,695826145,194,-193,446,13,-36,24,-165,21,113,N/A,N/A
2018-07-10T16:44:25.0600+00:00,695826396,211,-104,493,17,-44,23,-171,21,109,N/A,N/A
2018-07-10T16:44:25.3120+00:00,695826647,168,-19,446,301,54,127,-176,8,110,N/A,N/A
2018-07-10T16:44:25.5630+00:00,695826898,127,26,482,88,292,-126,-157,-13,107,N/A,N/A
2018-07-10T16:44:25.8130+00:00,695827148,92,-97,477,-299,165,-94,-135,-27,75,N/A,N/A
2018-07-10T16:44:26.0640+00:00,695827399,97,-16,379,-101,-31,-69,-103,-21,69,N/A,N/A
